Age in 5-year groups ,Region,Religion,Ethnicity,Education in single years,Number of household members,Educational attainment,Frequency of reading newspaper or magazine,Frequency of listening to radio,Frequency of watching television,Literacy,Ever participated in a literacy program,Use of internet,Frequency of using internet last month,Owns a mobile telephone,Wealth index factor score for urban/rural,Wealth index for urban/rural,Wealth index factor score combined (5 decimals)
4.0,15.0,5.0,5.0,16.0,6.0,5.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,65047.0,4.0,106543.0
4.0,15.0,5.0,5.0,16.0,6.0,5.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,65047.0,4.0,106543.0
5.0,15.0,1.0,5.0,4.0,4.0,1.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,-67470.0,1.0,1925.0
3.0,15.0,5.0,5.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,6696.0,3.0,-47282.0
4.0,15.0,7.0,5.0,9.0,5.0,3.0,0.0,1.0,1.0,1.0,,1.0,2.0,1.0,776.0,3.0,-52443.0
5.0,15.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,-46175.0,2.0,-93366.0
2.0,15.0,1.0,6.0,12.0,5.0,4.0,0.0,2.0,0.0,2.0,,1.0,3.0,1.0,-26160.0,3.0,-75920.0
3.0,15.0,1.0,5.0,12.0,6.0,4.0,0.0,1.0,0.0,2.0,,0.0,0.0,1.0,-100150.0,1.0,-140413.0
2.0,15.0,1.0,5.0,7.0,4.0,3.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,-31574.0,2.0,-80640.0
2.0,15.0,1.0,5.0,7.0,4.0,3.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,-31574.0,2.0,-80640.0
3.0,15.0,6.0,6.0,12.0,4.0,4.0,0.0,2.0,0.0,2.0,,0.0,0.0,1.0,-44257.0,2.0,-91695.0
3.0,15.0,6.0,5.0,12.0,3.0,4.0,0.0,2.0,2.0,2.0,,0.0,0.0,1.0,-17400.0,3.0,-68286.0
2.0,15.0,6.0,96.0,9.0,3.0,3.0,0.0,2.0,2.0,2.0,,0.0,0.0,0.0,48779.0,4.0,-10602.0
2.0,15.0,6.0,5.0,12.0,6.0,4.0,0.0,2.0,0.0,2.0,,0.0,0.0,1.0,-35971.0,2.0,-84472.0
2.0,15.0,6.0,5.0,12.0,4.0,4.0,0.0,0.0,2.0,2.0,,1.0,3.0,1.0,10062.0,3.0,-44349.0
5.0,15.0,1.0,6.0,9.0,5.0,3.0,0.0,2.0,0.0,2.0,,1.0,3.0,1.0,11354.0,3.0,-43222.0
3.0,15.0,6.0,6.0,5.0,5.0,1.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,-32815.0,2.0,-81721.0
5.0,15.0,1.0,5.0,15.0,5.0,5.0,1.0,1.0,2.0,2.0,,1.0,3.0,1.0,123325.0,5.0,54375.0
4.0,15.0,6.0,5.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-145356.0,1.0,-179816.0
4.0,15.0,6.0,5.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-145356.0,1.0,-179816.0
3.0,15.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-129712.0,1.0,-166179.0
3.0,15.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-129712.0,1.0,-166179.0
6.0,15.0,6.0,5.0,2.0,9.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,-68872.0,2.0,-113150.0
4.0,15.0,95.0,6.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,-39631.0,2.0,-87662.0
4.0,15.0,95.0,6.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,-39631.0,2.0,-87662.0
5.0,15.0,95.0,5.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,21392.0,3.0,-34473.0
5.0,15.0,95.0,5.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,21392.0,3.0,-34473.0
5.0,15.0,95.0,5.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,21392.0,3.0,-34473.0
2.0,15.0,8.0,5.0,9.0,6.0,3.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,-102350.0,1.0,-142330.0
5.0,15.0,6.0,5.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,14295.0,3.0,-40658.0
5.0,15.0,6.0,5.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,14295.0,3.0,-40658.0
3.0,15.0,5.0,6.0,12.0,3.0,4.0,0.0,0.0,2.0,2.0,,1.0,3.0,1.0,44487.0,4.0,-14342.0
2.0,15.0,5.0,6.0,12.0,6.0,4.0,0.0,1.0,0.0,2.0,,0.0,0.0,1.0,-14101.0,3.0,-65410.0
2.0,15.0,5.0,6.0,12.0,6.0,4.0,0.0,1.0,0.0,2.0,,0.0,0.0,1.0,-14101.0,3.0,-65410.0
2.0,15.0,5.0,6.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-14101.0,3.0,-65410.0
2.0,15.0,8.0,6.0,9.0,8.0,3.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,-89294.0,1.0,-130950.0
2.0,15.0,6.0,5.0,8.0,14.0,3.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,-26930.0,2.0,-76592.0
2.0,15.0,5.0,5.0,6.0,4.0,3.0,0.0,1.0,2.0,1.0,,0.0,0.0,0.0,-14573.0,3.0,-65821.0
3.0,15.0,6.0,5.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0,,1.0,3.0,1.0,71732.0,4.0,9405.0
3.0,15.0,6.0,5.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0,,1.0,3.0,1.0,71732.0,4.0,9405.0
6.0,15.0,5.0,96.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,-102151.0,1.0,-25455.0
2.0,15.0,5.0,5.0,9.0,3.0,3.0,0.0,0.0,2.0,1.0,,1.0,3.0,1.0,-38534.0,2.0,24769.0
2.0,15.0,5.0,5.0,11.0,4.0,3.0,0.0,0.0,2.0,2.0,,0.0,0.0,0.0,-243765.0,1.0,-137255.0
3.0,15.0,5.0,5.0,9.0,3.0,3.0,0.0,2.0,1.0,2.0,,1.0,2.0,1.0,-99113.0,1.0,-23057.0
2.0,15.0,5.0,5.0,9.0,3.0,3.0,0.0,0.0,0.0,1.0,,1.0,2.0,1.0,-174422.0,1.0,-82511.0
2.0,15.0,5.0,5.0,9.0,3.0,3.0,0.0,0.0,0.0,1.0,,1.0,2.0,1.0,-174422.0,1.0,-82511.0
1.0,15.0,5.0,5.0,6.0,3.0,2.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,-70051.0,1.0,-113.0
1.0,15.0,5.0,5.0,12.0,3.0,4.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,-6484.0,2.0,50072.0
3.0,15.0,6.0,5.0,9.0,5.0,3.0,1.0,0.0,0.0,1.0,,0.0,0.0,1.0,-95303.0,1.0,-20048.0
3.0,15.0,1.0,5.0,12.0,3.0,4.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,28552.0,3.0,77731.0
2.0,15.0,6.0,5.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,1.0,-53760.0,2.0,-99977.0
2.0,15.0,6.0,5.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,1.0,-53760.0,2.0,-99977.0
2.0,15.0,1.0,5.0,9.0,5.0,3.0,0.0,1.0,1.0,1.0,,0.0,0.0,1.0,48482.0,4.0,-10861.0
4.0,15.0,6.0,5.0,12.0,6.0,4.0,0.0,2.0,0.0,2.0,,0.0,0.0,1.0,-111211.0,1.0,-150054.0
3.0,15.0,5.0,5.0,12.0,5.0,4.0,0.0,1.0,1.0,2.0,,0.0,0.0,1.0,-75289.0,2.0,-118743.0
3.0,15.0,5.0,5.0,12.0,5.0,4.0,0.0,1.0,1.0,2.0,,0.0,0.0,1.0,-75289.0,2.0,-118743.0
3.0,15.0,5.0,5.0,12.0,5.0,4.0,0.0,1.0,1.0,2.0,,0.0,0.0,1.0,-75289.0,2.0,-118743.0
3.0,15.0,1.0,7.0,9.0,6.0,3.0,2.0,0.0,2.0,2.0,,0.0,0.0,1.0,35291.0,4.0,-22358.0
4.0,15.0,5.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-46058.0,2.0,-93264.0
5.0,15.0,5.0,5.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,-12445.0,3.0,-63966.0
6.0,15.0,96.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-48218.0,2.0,-95147.0
3.0,15.0,5.0,5.0,12.0,5.0,4.0,1.0,1.0,1.0,2.0,,0.0,0.0,1.0,-5402.0,3.0,-57827.0
3.0,15.0,5.0,5.0,12.0,5.0,4.0,1.0,1.0,1.0,2.0,,0.0,0.0,1.0,-5402.0,3.0,-57827.0
2.0,15.0,6.0,5.0,0.0,10.0,1.0,0.0,0.0,2.0,0.0,,0.0,0.0,1.0,-47317.0,2.0,-94361.0
2.0,15.0,6.0,5.0,0.0,10.0,1.0,0.0,0.0,2.0,0.0,,0.0,0.0,1.0,-47317.0,2.0,-94361.0
2.0,15.0,5.0,5.0,11.0,3.0,3.0,0.0,0.0,1.0,2.0,,0.0,0.0,1.0,-13201.0,3.0,-64625.0
5.0,15.0,6.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-24901.0,3.0,-74823.0
3.0,15.0,6.0,5.0,5.0,6.0,1.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,-49837.0,2.0,-96558.0
3.0,15.0,1.0,5.0,15.0,4.0,5.0,1.0,1.0,2.0,2.0,,1.0,3.0,1.0,64029.0,4.0,2691.0
3.0,15.0,1.0,5.0,15.0,4.0,5.0,1.0,1.0,2.0,2.0,,1.0,3.0,1.0,64029.0,4.0,2691.0
5.0,15.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-36521.0,2.0,-84952.0
3.0,15.0,1.0,5.0,9.0,4.0,3.0,0.0,1.0,1.0,1.0,,1.0,2.0,1.0,104794.0,5.0,38223.0
5.0,15.0,1.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,16924.0,3.0,-38367.0
4.0,15.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,47250.0,4.0,-11934.0
3.0,15.0,1.0,5.0,9.0,4.0,3.0,0.0,1.0,1.0,1.0,,0.0,0.0,1.0,27712.0,4.0,-28964.0
3.0,15.0,1.0,5.0,9.0,4.0,3.0,0.0,1.0,1.0,1.0,,0.0,0.0,1.0,27712.0,4.0,-28964.0
2.0,15.0,1.0,5.0,12.0,3.0,4.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,-12530.0,3.0,-64040.0
3.0,15.0,1.0,5.0,9.0,3.0,3.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,45181.0,4.0,-13737.0
2.0,15.0,1.0,5.0,13.0,4.0,5.0,2.0,2.0,2.0,2.0,,1.0,2.0,1.0,-55199.0,2.0,-101232.0
4.0,15.0,5.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,2718.0,3.0,-50750.0
4.0,15.0,5.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,2718.0,3.0,-50750.0
3.0,15.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,16531.0,3.0,-38710.0
3.0,15.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,16531.0,3.0,-38710.0
4.0,15.0,1.0,5.0,12.0,4.0,4.0,2.0,2.0,2.0,2.0,,0.0,0.0,1.0,-28534.0,2.0,-77990.0
2.0,15.0,1.0,5.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-72840.0,2.0,-116608.0
2.0,15.0,1.0,5.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-72840.0,2.0,-116608.0
4.0,15.0,1.0,5.0,12.0,7.0,4.0,2.0,2.0,2.0,2.0,,0.0,0.0,1.0,-72840.0,2.0,-116608.0
4.0,15.0,1.0,5.0,12.0,7.0,4.0,2.0,2.0,2.0,2.0,,0.0,0.0,1.0,-72840.0,2.0,-116608.0
3.0,15.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-26980.0,2.0,-76635.0
4.0,15.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,,1.0,2.0,1.0,-46869.0,2.0,-93972.0
4.0,15.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,,1.0,2.0,1.0,-46869.0,2.0,-93972.0
2.0,15.0,1.0,5.0,7.0,5.0,3.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-109267.0,1.0,-148359.0
3.0,15.0,1.0,5.0,12.0,2.0,4.0,2.0,2.0,2.0,2.0,,0.0,0.0,1.0,-39500.0,2.0,-87548.0
5.0,15.0,5.0,5.0,3.0,6.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,15726.0,3.0,-39411.0
5.0,15.0,5.0,5.0,3.0,6.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,15726.0,3.0,-39411.0
3.0,15.0,1.0,5.0,12.0,4.0,4.0,0.0,0.0,1.0,1.0,,1.0,2.0,1.0,44472.0,4.0,-14356.0
4.0,15.0,1.0,6.0,11.0,5.0,3.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,43380.0,4.0,-15308.0
3.0,15.0,1.0,6.0,12.0,4.0,4.0,2.0,2.0,0.0,2.0,,0.0,0.0,1.0,-114937.0,1.0,-153301.0
3.0,15.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-62832.0,2.0,-107885.0
2.0,15.0,6.0,6.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-113578.0,1.0,-152117.0
3.0,15.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-147529.0,1.0,-181709.0
2.0,15.0,7.0,6.0,9.0,4.0,3.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-105609.0,1.0,-145171.0
2.0,15.0,7.0,6.0,9.0,4.0,3.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-105609.0,1.0,-145171.0
2.0,15.0,1.0,5.0,9.0,10.0,3.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,-95376.0,1.0,-136251.0
4.0,15.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-3888.0,3.0,-56508.0
5.0,15.0,5.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-106224.0,1.0,-145707.0
2.0,15.0,5.0,5.0,9.0,4.0,3.0,0.0,1.0,0.0,1.0,,0.0,0.0,1.0,-86327.0,1.0,-128364.0
3.0,15.0,6.0,5.0,12.0,3.0,4.0,2.0,2.0,0.0,2.0,,0.0,0.0,1.0,-42946.0,2.0,-90552.0
4.0,15.0,1.0,5.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-105952.0,1.0,-145469.0
5.0,15.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-125582.0,1.0,-162579.0
2.0,15.0,1.0,5.0,12.0,5.0,4.0,0.0,0.0,1.0,2.0,,1.0,3.0,1.0,-50191.0,2.0,-96867.0
3.0,15.0,1.0,5.0,9.0,6.0,3.0,0.0,1.0,1.0,1.0,,1.0,2.0,1.0,-96737.0,1.0,-137438.0
3.0,15.0,1.0,5.0,9.0,6.0,3.0,0.0,1.0,1.0,1.0,,1.0,2.0,1.0,-96737.0,1.0,-137438.0
3.0,15.0,1.0,5.0,9.0,6.0,3.0,0.0,1.0,1.0,1.0,,1.0,2.0,1.0,-96737.0,1.0,-137438.0
4.0,15.0,1.0,6.0,7.0,5.0,3.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-92441.0,1.0,-133693.0
4.0,15.0,1.0,6.0,7.0,5.0,3.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-92441.0,1.0,-133693.0
3.0,15.0,1.0,5.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,,1.0,2.0,1.0,-106903.0,1.0,-146299.0
3.0,15.0,6.0,5.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-100422.0,1.0,-140650.0
7.0,15.0,95.0,5.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-86058.0,1.0,-128129.0
7.0,15.0,95.0,5.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-86058.0,1.0,-128129.0
2.0,15.0,1.0,5.0,9.0,3.0,3.0,0.0,2.0,0.0,1.0,,1.0,3.0,1.0,-92975.0,1.0,-134158.0
5.0,15.0,1.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-140370.0,1.0,-175469.0
3.0,15.0,5.0,5.0,6.0,5.0,2.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,-93659.0,1.0,-134755.0
2.0,15.0,1.0,5.0,9.0,6.0,3.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,-64065.0,2.0,-108960.0
2.0,15.0,1.0,5.0,9.0,6.0,3.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,-64065.0,2.0,-108960.0
2.0,15.0,5.0,5.0,9.0,10.0,3.0,0.0,1.0,0.0,1.0,,1.0,1.0,1.0,-125673.0,1.0,-162659.0
2.0,15.0,5.0,5.0,9.0,10.0,3.0,0.0,1.0,0.0,1.0,,1.0,1.0,1.0,-125673.0,1.0,-162659.0
2.0,15.0,6.0,6.0,6.0,4.0,3.0,2.0,2.0,0.0,2.0,,0.0,0.0,1.0,-94640.0,1.0,-135610.0
4.0,15.0,8.0,5.0,2.0,6.0,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-79418.0,2.0,-122341.0
3.0,15.0,1.0,5.0,12.0,7.0,4.0,0.0,1.0,2.0,2.0,,0.0,0.0,0.0,-68681.0,2.0,-112983.0
3.0,15.0,1.0,5.0,12.0,7.0,4.0,0.0,1.0,2.0,2.0,,0.0,0.0,0.0,-68681.0,2.0,-112983.0
4.0,15.0,6.0,5.0,15.0,8.0,5.0,2.0,2.0,0.0,2.0,,1.0,3.0,1.0,-80440.0,2.0,-123233.0
4.0,15.0,6.0,5.0,15.0,8.0,5.0,2.0,2.0,0.0,2.0,,1.0,3.0,1.0,-80440.0,2.0,-123233.0
4.0,15.0,3.0,5.0,11.0,5.0,3.0,0.0,1.0,2.0,1.0,,1.0,2.0,1.0,-83722.0,2.0,-126094.0
3.0,15.0,1.0,6.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,,1.0,3.0,1.0,-82561.0,2.0,-125082.0
3.0,15.0,1.0,5.0,11.0,5.0,3.0,0.0,0.0,0.0,2.0,,0.0,0.0,1.0,-112210.0,1.0,-150924.0
3.0,15.0,1.0,5.0,11.0,5.0,3.0,0.0,0.0,0.0,2.0,,0.0,0.0,1.0,-112210.0,1.0,-150924.0
4.0,15.0,3.0,5.0,0.0,5.0,0.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,-54133.0,2.0,-100303.0
5.0,15.0,1.0,5.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,-63493.0,2.0,-108462.0
5.0,15.0,1.0,6.0,15.0,5.0,5.0,0.0,2.0,2.0,2.0,,0.0,0.0,1.0,-34377.0,2.0,-83083.0
5.0,15.0,1.0,6.0,15.0,5.0,5.0,0.0,2.0,2.0,2.0,,0.0,0.0,1.0,-34377.0,2.0,-83083.0
6.0,15.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,1.0,-93308.0,1.0,-134449.0
4.0,15.0,3.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,84824.0,4.0,20816.0
7.0,15.0,8.0,5.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,-121714.0,1.0,-159208.0
1.0,15.0,5.0,5.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-90723.0,1.0,-132195.0
5.0,15.0,5.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-89814.0,1.0,-131404.0
1.0,15.0,5.0,5.0,6.0,6.0,2.0,0.0,0.0,1.0,1.0,,1.0,2.0,1.0,-70349.0,2.0,-114437.0
2.0,15.0,6.0,5.0,9.0,6.0,3.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,-94703.0,1.0,-135665.0
3.0,15.0,6.0,5.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,29137.0,4.0,-27722.0
7.0,15.0,6.0,5.0,16.0,2.0,5.0,2.0,2.0,2.0,2.0,,1.0,3.0,1.0,178516.0,5.0,102481.0
2.0,15.0,6.0,5.0,7.0,7.0,3.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,-25500.0,3.0,-75346.0
2.0,15.0,6.0,5.0,7.0,7.0,3.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,-25500.0,3.0,-75346.0
4.0,15.0,5.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-85057.0,2.0,-127257.0
2.0,15.0,2.0,5.0,12.0,5.0,4.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,-139136.0,1.0,-174394.0
5.0,15.0,5.0,5.0,12.0,5.0,4.0,0.0,2.0,0.0,2.0,,0.0,0.0,0.0,-59006.0,2.0,-104550.0
2.0,15.0,5.0,5.0,9.0,5.0,3.0,0.0,2.0,0.0,1.0,,0.0,0.0,1.0,-59006.0,2.0,-104550.0
2.0,15.0,6.0,5.0,9.0,3.0,3.0,2.0,2.0,2.0,1.0,,0.0,0.0,1.0,-110937.0,1.0,-149815.0
2.0,15.0,5.0,5.0,6.0,4.0,2.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,-108484.0,1.0,-147677.0
4.0,15.0,5.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-142361.0,1.0,-177205.0
3.0,15.0,5.0,5.0,9.0,3.0,3.0,0.0,1.0,0.0,2.0,,1.0,2.0,1.0,18165.0,3.0,-37286.0
2.0,15.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-133015.0,1.0,-169059.0
3.0,15.0,5.0,5.0,12.0,4.0,4.0,0.0,2.0,0.0,1.0,,1.0,3.0,1.0,-79264.0,2.0,-122208.0
5.0,15.0,96.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-100677.0,1.0,-140872.0
5.0,15.0,96.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-100677.0,1.0,-140872.0
5.0,15.0,5.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-95988.0,1.0,-136785.0
2.0,15.0,5.0,1.0,9.0,5.0,3.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-123071.0,1.0,-160391.0
2.0,15.0,5.0,5.0,6.0,7.0,3.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-96997.0,1.0,-137664.0
2.0,15.0,7.0,5.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,,1.0,3.0,1.0,-100254.0,1.0,-140503.0
2.0,15.0,7.0,5.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,,1.0,3.0,1.0,-100254.0,1.0,-140503.0
2.0,15.0,7.0,5.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,,1.0,3.0,1.0,-100254.0,1.0,-140503.0
3.0,15.0,7.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,-38020.0,2.0,25175.0
5.0,15.0,7.0,5.0,12.0,5.0,5.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,-54175.0,2.0,12421.0
3.0,15.0,7.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-170692.0,1.0,-79566.0
5.0,15.0,5.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-58794.0,2.0,8774.0
3.0,15.0,5.0,5.0,13.0,3.0,5.0,0.0,1.0,1.0,2.0,,1.0,2.0,1.0,-37843.0,2.0,25315.0
2.0,15.0,6.0,5.0,13.0,3.0,5.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,-77647.0,1.0,-6110.0
3.0,15.0,6.0,5.0,9.0,5.0,3.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-101533.0,1.0,-24967.0
3.0,15.0,6.0,5.0,9.0,5.0,3.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-101533.0,1.0,-24967.0
4.0,15.0,1.0,6.0,14.0,3.0,5.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,47681.0,4.0,92833.0
2.0,15.0,1.0,5.0,12.0,3.0,4.0,0.0,0.0,1.0,2.0,,1.0,2.0,1.0,53726.0,4.0,97605.0
3.0,15.0,6.0,5.0,15.0,3.0,5.0,2.0,2.0,2.0,2.0,,0.0,0.0,1.0,14025.0,3.0,66263.0
4.0,15.0,7.0,8.0,12.0,5.0,4.0,0.0,1.0,2.0,1.0,,1.0,2.0,1.0,-118682.0,1.0,-38505.0
1.0,15.0,6.0,5.0,8.0,3.0,3.0,0.0,0.0,2.0,0.0,,0.0,0.0,1.0,-30485.0,2.0,31124.0
2.0,15.0,7.0,5.0,2.0,3.0,1.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,166883.0,5.0,92341.0
3.0,15.0,7.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,7352.0,3.0,-46711.0
4.0,15.0,7.0,8.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,93210.0,5.0,28125.0
2.0,15.0,7.0,5.0,9.0,3.0,3.0,0.0,0.0,2.0,2.0,,0.0,0.0,1.0,731.0,3.0,-52482.0
2.0,15.0,7.0,5.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,,1.0,2.0,1.0,-3571.0,3.0,-56232.0
2.0,15.0,7.0,5.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,,1.0,2.0,1.0,-3571.0,3.0,-56232.0
3.0,15.0,6.0,8.0,12.0,3.0,4.0,0.0,0.0,2.0,1.0,,1.0,3.0,1.0,111696.0,5.0,44239.0
